COD_MUNICIPIO_A,COD_MUNICIPIO_IBGE,MUNICIPIO_A,MUNICIPIO_IBGE,UF,CODE
3721,2921005,MATA DE SÃO JOÃO,Mata de São João,BA,29
3723,2921104,MEDEIROS NETO,Medeiros Neto,BA,29
3725,2921203,MIGUEL CALMON,Miguel Calmon,BA,29
3727,2921302,MILAGRES,Milagres,BA,29
3729,2921401,MIRANGABA,Mirangaba,BA,29
3731,2921500,MONTE SANTO,Monte Santo,BA,29
3733,2921609,MORPARÁ,Morpará,BA,29
3735,2921708,MORRO DO CHAPÉU,Morro do Chapéu,BA,29
3737,2921807,MORTUGABA,Mortugaba,BA,29
3739,2921906,MUCUGÊ,Mucugê,BA,29
3741,2922003,MUCURI,Mucuri,BA,29
3743,2922102,MUNDO NOVO,Mundo Novo,BA,29
3745,2922201,MUNIZ FERREIRA,Muniz Ferreira,BA,29
3747,2922300,MURITIBA,Muritiba,BA,29
3749,2922409,MUTUÍPE,Mutuípe,BA,29
3751,2922508,NAZARÉ,Nazaré,BA,29
3753,2922607,NILO PEÇANHA,Nilo Peçanha,BA,29
3755,2922706,NOVA CANAÃ,Nova Canaã,BA,29
3757,2922805,NOVA ITARANA,Nova Itarana,BA,29
3759,2922904,NOVA SOURE,Nova Soure,BA,29
3761,2923001,NOVA VIÇOSA,Nova Viçosa,BA,29
3763,2923100,OLINDINA,Olindina,BA,29
3765,2923209,OLIVEIRA DOS BREJINHOS,Oliveira dos Brejinhos,BA,29
3767,2923308,OURIÇANGAS,Ouriçangas,BA,29
3769,2923407,PALMAS DE MONTE ALTO,Palmas de Monte Alto,BA,29
3771,2923506,PALMEIRAS,Palmeiras,BA,29
3773,2923605,PARAMIRIM,Paramirim,BA,29
3775,2923704,PARATINGA,Paratinga,BA,29
3777,2923803,PARIPIRANGA,Paripiranga,BA,29
3779,2923902,PAU BRASIL,Pau Brasil,BA,29
3781,2924009,PAULO AFONSO,Paulo Afonso,BA,29
3783,2924108,PEDRÃO,Pedrão,BA,29
3785,2924207,PEDRO ALEXANDRE,Pedro Alexandre,BA,29
3787,2924306,PIATÃ,Piatã,BA,29
3789,2924405,PILÃO ARCADO,Pilão Arcado,BA,29
3791,2924504,PINDAÍ,Pindaí,BA,29
3793,2924603,PINDOBAÇU,Pindobaçu,BA,29
3795,2924702,PIRIPÁ,Piripá,BA,29
3797,2924801,PIRITIBA,Piritiba,BA,29
3799,2924900,PLANALTINO,Planaltino,BA,29
3801,2925006,PLANALTO,Planalto,BA,29
3803,2925105,POÇÕES,Poções,BA,29
3805,2925204,POJUCA,Pojuca,BA,29
3807,2925303,PORTO SEGURO,Porto Seguro,BA,29
3809,2925402,POTIRAGUÁ,Potiraguá,BA,29
3811,2925501,PRADO,Prado,BA,29
3813,2925600,PRESIDENTE DUTRA,Presidente Dutra,BA,29
3815,2925709,PRESIDENTE JÂNIO QUADROS,Presidente Jânio Quadros,BA,29
3817,2925808,QUEIMADAS,Queimadas,BA,29
3819,2925907,QUIJINGUE,Quijingue,BA,29
3821,2926004,REMANSO,Remanso,BA,29
3823,2926103,RETIROLÂNDIA,Retirolândia,BA,29
3825,2926202,RIACHÃO DAS NEVES,Riachão das Neves,BA,29
3827,2926301,RIACHÃO DO JACUÍPE,Riachão do Jacuípe,BA,29
3829,2926400,RIACHO DE SANTANA,Riacho de Santana,BA,29
3831,2926509,RIBEIRA DO AMPARO,Ribeira do Amparo,BA,29
3833,2926608,RIBEIRA DO POMBAL,Ribeira do Pombal,BA,29
3835,2926707,RIO DE CONTAS,Rio de Contas,BA,29
3837,2926806,RIO DO ANTÔNIO,Rio do Antônio,BA,29
3839,2926905,RIO DO PIRES,Rio do Pires,BA,29
3841,2927002,RIO REAL,Rio Real,BA,29
3843,2927101,RODELAS,Rodelas,BA,29
3845,2927200,RUY BARBOSA,Ruy Barbosa,BA,29
3847,2927309,SALINAS DA MARGARIDA,Salinas da Margarida,BA,29
3849,2927408,SALVADOR,Salvador,BA,29
3851,2927507,SANTA BÁRBARA,Santa Bárbara,BA,29
3853,2927606,SANTA BRÍGIDA,Santa Brígida,BA,29
3855,2927705,SANTA CRUZ CABRÁLIA,Santa Cruz Cabrália,BA,29
3857,2927804,SANTA CRUZ DA VITÓRIA,Santa Cruz da Vitória,BA,29
3859,2927903,SANTA INÊS,Santa Inês,BA,29
3861,2928000,SANTALUZ,Santaluz,BA,29
3863,2928109,SANTA MARIA DA VITÓRIA,Santa Maria da Vitória,BA,29
3865,2928208,SANTANA,Santana,BA,29
3867,2928307,SANTANÓPOLIS,Santanópolis,BA,29
3869,2928505,SANTA TERESINHA,Santa Terezinha,BA,29
3871,2928604,SANTO AMARO,Santo Amaro,BA,29
3873,2928703,SANTO ANTÔNIO DE JESUS,Santo Antônio de Jesus,BA,29
3875,2928802,SANTO ESTÊVÃO,Santo Estêvão,BA,29
3877,2928901,SÃO DESIDÉRIO,São Desidério,BA,29
3879,2929008,SÃO FÉLIX,São Félix,BA,29
3881,2929107,SÃO FELIPE,São Felipe,BA,29
3883,2929206,SÃO FRANCISCO DO CONDE,São Francisco do Conde,BA,29
3885,2929305,SÃO GONÇALO DOS CAMPOS,São Gonçalo dos Campos,BA,29
3887,2929404,SÃO MIGUEL DAS MATAS,São Miguel das Matas,BA,29
3889,2929503,SÃO SEBASTIÃO DO PASSÉ,São Sebastião do Passé,BA,29
3891,2929602,SAPEAÇU,Sapeaçu,BA,29
3893,2929701,SÁTIRO DIAS,Sátiro Dias,BA,29
3895,2929800,SAÚDE,Saúde,BA,29
3897,2929909,SEABRA,Seabra,BA,29
3899,2930006,SEBASTIÃO LARANJEIRAS,Sebastião Laranjeiras,BA,29
3901,2930105,SENHOR DO BONFIM,Senhor do Bonfim,BA,29
3903,2930204,SENTO SÉ,Sento Sé,BA,29
3905,2930303,SERRA DOURADA,Serra Dourada,BA,29
3907,2930402,SERRA PRETA,Serra Preta,BA,29
3909,2930501,SERRINHA,Serrinha,BA,29
3911,2930600,SERROLÂNDIA,Serrolândia,BA,29
3913,2930709,SIMÕES FILHO,Simões Filho,BA,29
3915,2930808,SOUTO SOARES,Souto Soares,BA,29
3917,2930907,TABOCAS DO BREJO VELHO,Tabocas do Brejo Velho,BA,29
3919,2931004,TANHAÇU,Tanhaçu,BA,29
3921,2931103,TANQUINHO,Tanquinho,BA,29
3923,2931202,TAPEROÁ,Taperoá,BA,29
3925,2931301,TAPIRAMUTÁ,Tapiramutá,BA,29
3927,2931400,TEODORO SAMPAIO,Teodoro Sampaio,BA,29
3929,2931509,TEOFILÂNDIA,Teofilândia,BA,29
3931,2931608,TEOLÂNDIA,Teolândia,BA,29
3933,2931707,TERRA NOVA,Terra Nova,BA,29
3935,2931806,TREMEDAL,Tremedal,BA,29
3937,2931905,TUCANO,Tucano,BA,29
3939,2932002,UAUÁ,Uauá,BA,29
3941,2932101,UBAÍRA,Ubaíra,BA,29
3943,2932200,UBAITABA,Ubaitaba,BA,29
3945,2932309,UBATÃ,Ubatã,BA,29
3947,2932408,UIBAÍ,Uibaí,BA,29
3949,2932507,UNA,Una,BA,29
3951,2932606,URANDI,Urandi,BA,29
3953,2932705,URUÇUCA,Uruçuca,BA,29
3955,2932804,UTINGA,Utinga,BA,29
3957,2932903,VALENÇA,Valença,BA,29
3959,2933000,VALENTE,Valente,BA,29
3961,2933109,VÁRZEA DO POÇO,Várzea do Poço,BA,29
3963,2933208,VERA CRUZ,Vera Cruz,BA,29
3965,2933307,VITÓRIA DA CONQUISTA,Vitória da Conquista,BA,29
3967,2933406,WAGNER,Wagner,BA,29
3969,2933505,WENCESLAU GUIMARÃES,Wenceslau Guimarães,BA,29
3971,2933604,XIQUE-XIQUE,Xique-Xique,BA,29
3973,2919157,LAPÃO,Lapão,BA,29
3975,2919959,MAETINGA,Maetinga,BA,29
3977,2920452,MANSIDÃO,Mansidão,BA,29
3979,2922656,NORDESTINA,Nordestina,BA,29
3981,2924058,PÉ DE SERRA,Pé de Serra,BA,29
3983,2924652,PINTADAS,Pintadas,BA,29
3985,2925956,RAFAEL JAMBEIRO,Rafael Jambeiro,BA,29
3987,2928059,SANTA LUZIA,Santa Luzia,BA,29
3989,2929255,SÃO GABRIEL,São Gabriel,BA,29
3991,2931053,TANQUE NOVO,Tanque Novo,BA,29
3993,2931350,TEIXEIRA DE FREITAS,Teixeira de Freitas,BA,29
3995,2933158,VÁRZEA NOVA,Várzea Nova,BA,29
3997,2933059,VÁRZEA DA ROÇA,Várzea da Roça,BA,29
3999,2933455,WANDERLEY,Wanderley,BA,29
1110,2903276,BARROCAS,Barrocas,BA,29
1112,2919553,LUÍS EDUARDO MAGALHÃES,Luís Eduardo Magalhães,BA,29
9859,2917359,JABORANDI,Jaborandi,BA,29
983,2303659,CATUNDA,Catunda,CE,23
985,2307254,JIJOCA DE JERICOACOARA,Jijoca de Jericoacoara,CE,23
987,2304459,FORTIM,Fortim,CE,23
989,2301257,ARARENDÁ,Ararendá,CE,23
991,2306256,ITAITINGA,Itaitinga,CE,23
993,2303931,CHORÓ,Choró,CE,23
1231,2300150,ACARAPE,Acarape,CE,23
1233,2301851,BANABUIÚ,Banabuiú,CE,23
1235,2301950,BARREIRA,Barreira,CE,23
1237,2302057,BARROQUINHA,Barroquinha,CE,23
1239,2303956,CHOROZINHO,Chorozinho,CE,23
1241,2304236,CROATÁ,Croatá,CE,23
1243,2304269,DEPUTADO IRAPUAN PINHEIRO,Deputado Irapuan Pinheiro,CE,23
1245,2304277,ERERÊ,Ereré,CE,23
1247,2304285,EUSÉBIO,Eusébio,CE,23
1249,2304657,GRAÇA,Graça,CE,23
1251,2304954,GUAIÚBA,Guaiúba,CE,23
1253,2305233,HORIZONTE,Horizonte,CE,23
1255,2305266,IBARETAMA,Ibaretama,CE,23
1257,2305332,IBICUITINGA,Ibicuitinga,CE,23
1259,2305654,IPAPORANGA,Ipaporanga,CE,23
1261,2307635,MADALENA,Madalena,CE,23
1263,2308377,MIRAÍMA,Miraíma,CE,23
1265,2309458,OCARA,Ocara,CE,23
1267,2310852,PINDORETAMA,Pindoretama,CE,23
1269,2310951,PIRES FERREIRA,Pires Ferreira,CE,23
1271,2311231,POTIRETAMA,Potiretama,CE,23
1273,2311959,SALITRE,Salitre,CE,23
1275,2313252,TARRAFAS,Tarrafas,CE,23
1277,2313351,TEJUÇUOCA,Tejuçuoca,CE,23
1279,2313559,TURURU,Tururu,CE,23
1301,2300101,ABAIARA,Abaiara,CE,23
1303,2300200,ACARAÚ,Acaraú,CE,23
1305,2300309,ACOPIARA,Acopiara,CE,23
1307,2300408,AIUABA,Aiuaba,CE,23
1309,2300507,ALCÂNTARAS,Alcântaras,CE,23
1311,2300606,ALTANEIRA,Altaneira,CE,23
1313,2300705,ALTO SANTO,Alto Santo,CE,23
1315,2300804,ANTONINA DO NORTE,Antonina do Norte,CE,23
1317,2300903,APUIARÉS,Apuiarés,CE,23
1319,2301000,AQUIRAZ,Aquiraz,CE,23
1321,2301109,ARACATI,Aracati,CE,23
1323,2301208,ARACOIABA,Aracoiaba,CE,23
1325,2301307,ARARIPE,Araripe,CE,23
1327,2301406,ARATUBA,Aratuba,CE,23
1329,2301505,ARNEIROZ,Arneiroz,CE,23
1331,2301604,ASSARÉ,Assaré,CE,23
1333,2301703,AURORA,Aurora,CE,23
1335,2301802,BAIXIO,Baixio,CE,23
1337,2301901,BARBALHA,Barbalha,CE,23
1339,2302008,BARRO,Barro,CE,23
1341,2302107,BATURITÉ,Baturité,CE,23
1343,2302206,BEBERIBE,Beberibe,CE,23
1345,2302305,BELA CRUZ,Bela Cruz,CE,23
1347,2302404,BOA VIAGEM,Boa Viagem,CE,23
1349,2302503,BREJO SANTO,Brejo Santo,CE,23
1351,2302602,CAMOCIM,Camocim,CE,23
1353,2302701,CAMPOS SALES,Campos Sales,CE,23
1355,2302800,CANINDÉ,Canindé,CE,23
1357,2302909,CAPISTRANO,Capistrano,CE,23
1359,2303006,CARIDADE,Caridade,CE,23
1361,2303105,CARIRÉ,Cariré,CE,23
1363,2303204,CARIRIAÇU,Caririaçu,CE,23
1365,2303303,CARIÚS,Cariús,CE,23
1367,2303402,CARNAUBAL,Carnaubal,CE,23
1369,2303501,CASCAVEL,Cascavel,CE,23
1371,2303600,CATARINA,Catarina,CE,23
1373,2303709,CAUCAIA,Caucaia,CE,23
1375,2303808,CEDRO,Cedro,CE,23
1377,2303907,CHAVAL,Chaval,CE,23
1381,2304004,COREAÚ,Coreaú,CE,23
1383,2304103,CRATEÚS,Crateús,CE,23
1385,2304202,CRATO,Crato,CE,23
1387,2304301,FARIAS BRITO,Farias Brito,CE,23
1389,2304400,FORTALEZA,Fortaleza,CE,23
1391,2304509,FRECHEIRINHA,Frecheirinha,CE,23
1393,2304608,GENERAL SAMPAIO,General Sampaio,CE,23
1395,2304707,GRANJA,Granja,CE,23
1397,2304806,GRANJEIRO,Granjeiro,CE,23
1399,2304905,GROAÍRAS,Groaíras,CE,23
1401,2305001,GUARACIABA DO NORTE,Guaraciaba do Norte,CE,23
1403,2305100,GUARAMIRANGA,Guaramiranga,CE,23
1405,2305209,HIDROLÂNDIA,Hidrolândia,CE,23
1407,2305308,IBIAPINA,Ibiapina,CE,23
1409,2305407,ICÓ,Icó,CE,23
1411,2305506,IGUATU,Iguatu,CE,23
1413,2305605,INDEPENDÊNCIA,Independência,CE,23
1415,2305704,IPAUMIRIM,Ipaumirim,CE,23
1417,2305803,IPU,Ipu,CE,23
1419,2305902,IPUEIRAS,Ipueiras,CE,23
1421,2306009,IRACEMA,Iracema,CE,23
1423,2306108,IRAUÇUBA,Irauçuba,CE,23
1425,2306207,ITAIÇABA,Itaiçaba,CE,23
1427,2306306,ITAPAJÉ,Itapajé,CE,23
1429,2306405,ITAPIPOCA,Itapipoca,CE,23
1431,2306504,ITAPIÚNA,Itapiúna,CE,23
1433,2306603,ITATIRA,Itatira,CE,23
1435,2306702,JAGUARETAMA,Jaguaretama,CE,23
1437,2306801,JAGUARIBARA,Jaguaribara,CE,23
1439,2306900,JAGUARIBE,Jaguaribe,CE,23
1441,2307007,JAGUARUANA,Jaguaruana,CE,23
1443,2307106,JARDIM,Jardim,CE,23
1445,2307205,JATI,Jati,CE,23
1447,2307304,JUAZEIRO DO NORTE,Juazeiro do Norte,CE,23
1449,2307403,JUCÁS,Jucás,CE,23
1451,2307502,LAVRAS DA MANGABEIRA,Lavras da Mangabeira,CE,23
1453,2307601,LIMOEIRO DO NORTE,Limoeiro do Norte,CE,23
1455,2307700,MARANGUAPE,Maranguape,CE,23
1457,2307809,MARCO,Marco,CE,23
1459,2307908,MARTINÓPOLE,Martinópole,CE,23
1461,2308005,MASSAPÊ,Massapê,CE,23
1463,2308104,MAURITI,Mauriti,CE,23
1465,2308203,MERUOCA,Meruoca,CE,23
1467,2308302,MILAGRES,Milagres,CE,23
1469,2308401,MISSÃO VELHA,Missão Velha,CE,23
1471,2308500,MOMBAÇA,Mombaça,CE,23
1473,2308609,MONSENHOR TABOSA,Monsenhor Tabosa,CE,23
1475,2308708,MORADA NOVA,Morada Nova,CE,23
1477,2308807,MORAÚJO,Moraújo,CE,23
1479,2308906,MORRINHOS,Morrinhos,CE,23
1481,2309003,MUCAMBO,Mucambo,CE,23
1483,2309102,MULUNGU,Mulungu,CE,23
1485,2309201,NOVA OLINDA,Nova Olinda,CE,23
1487,2309300,NOVA RUSSAS,Nova Russas,CE,23
1489,2309409,NOVO ORIENTE,Novo Oriente,CE,23
1491,2309508,ORÓS,Orós,CE,23
1493,2309607,PACAJUS,Pacajus,CE,23
1495,2309706,PACATUBA,Pacatuba,CE,23
1497,2309805,PACOTI,Pacoti,CE,23
1499,2309904,PACUJÁ,Pacujá,CE,23
1501,2310001,PALHANO,Palhano,CE,23
1503,2310100,PALMÁCIA,Palmácia,CE,23
1505,2310209,PARACURU,Paracuru,CE,23
1507,2310308,PARAMBU,Parambu,CE,23
1509,2310407,PARAMOTI,Paramoti,CE,23
1511,2310506,PEDRA BRANCA,Pedra Branca,CE,23
1513,2310605,PENAFORTE,Penaforte,CE,23
1515,2310704,PENTECOSTE,Pentecoste,CE,23
1517,2310803,PEREIRO,Pereiro,CE,23
1519,2310902,PIQUET CARNEIRO,Piquet Carneiro,CE,23
1521,2311009,PORANGA,Poranga,CE,23
1523,2311108,PORTEIRAS,Porteiras,CE,23
1525,2311207,POTENGI,Potengi,CE,23
1527,2311306,QUIXADÁ,Quixadá,CE,23
1529,2311405,QUIXERAMOBIM,Quixeramobim,CE,23
1531,2311504,QUIXERÉ,Quixeré,CE,23
1533,2311603,REDENÇÃO,Redenção,CE,23
1535,2311702,RERIUTABA,Reriutaba,CE,23
1537,2311801,RUSSAS,Russas,CE,23
1539,2311900,SABOEIRO,Saboeiro,CE,23
1541,2312007,SANTANA DO ACARAÚ,Santana do Acaraú,CE,23
1543,2312106,SANTANA DO CARIRI,Santana do Cariri,CE,23
1545,2312205,SANTA QUITÉRIA,Santa Quitéria,CE,23
1547,2312304,SÃO BENEDITO,São Benedito,CE,23
1549,2312403,SÃO GONÇALO DO AMARANTE,São Gonçalo do Amarante,CE,23
1551,2312502,SÃO JOÃO DO JAGUARIBE,São João do Jaguaribe,CE,23
1553,2312601,SÃO LUÍS DO CURU,São Luís do Curu,CE,23
1555,2312700,SENADOR POMPEU,Senador Pompeu,CE,23
1557,2312809,SENADOR SÁ,Senador Sá,CE,23
1559,2312908,SOBRAL,Sobral,CE,23
1561,2313005,SOLONÓPOLE,Solonópole,CE,23
1563,2313104,TABULEIRO DO NORTE,Tabuleiro do Norte,CE,23
1565,2313203,TAMBORIL,Tamboril,CE,23
1567,2313302,TAUÁ,Tauá,CE,23
1569,2313401,TIANGUÁ,Tianguá,CE,23
1571,2313500,TRAIRI,Trairi,CE,23
1573,2313609,UBAJARA,Ubajara,CE,23
1575,2313708,UMARI,Umari,CE,23
1577,2313807,URUBURETAMA,Uruburetama,CE,23
1579,2313906,URUOCA,Uruoca,CE,23
1581,2314003,VÁRZEA ALEGRE,Várzea Alegre,CE,23
1583,2314102,VIÇOSA DO CEARÁ,Viçosa do Ceará,CE,23
1585,2307650,MARACANAÚ,Maracanaú,CE,23
1587,2300754,AMONTADA,Amontada,CE,23
1589,2304251,CRUZ,Cruz,CE,23
1591,2304350,FORQUILHA,Forquilha,CE,23
1593,2305357,ICAPUÍ,Icapuí,CE,23
1595,2306553,ITAREMA,Itarema,CE,23
1597,2308351,MILHÃ,Milhã,CE,23
1599,2310258,PARAIPABA,Paraipaba,CE,23
9853,2311355,QUIXELÔ,Quixelô,CE,23
9855,2313757,UMIRIM,Umirim,CE,23
9857,2313955,VARJOTA,Varjota,CE,23
9917,2311264,QUITERIANÓPOLIS,Quiterianópolis,CE,23
9701,5300108,BRASÍLIA,Brasília,DF,53
758,3201159,BREJETUBA,Brejetuba,ES,32
760,3203320,MARATAÍZES,Marataízes,ES,32
762,3204252,PONTO BELO,Ponto Belo,ES,32
764,3204955,SÃO ROQUE DO CANAÃ,São Roque do Canaã,ES,32
766,3205010,SOORETAMA,Sooretama,ES,32
768,3205176,VILA VALÉRIO,Vila Valério,ES,32
2929,3203346,MARECHAL FLORIANO,Marechal Floriano,ES,32
2931,3202652,IRUPI,Irupi,ES,32
2933,3204658,SÃO DOMINGOS DO NORTE,São Domingos do Norte,ES,32
2935,3205150,VILA PAVÃO,Vila Pavão,ES,32
5601,3200102,AFONSO CLÁUDIO,Afonso Cláudio,ES,32
5603,3200201,ALEGRE,Alegre,ES,32
5605,3200300,ALFREDO CHAVES,Alfredo Chaves,ES,32
5607,3200409,ANCHIETA,Anchieta,ES,32
5609,3200508,APIACÁ,Apiacá,ES,32
5611,3200607,ARACRUZ,Aracruz,ES,32
5613,3200706,ATILIO VIVACQUA,Atílio Vivácqua,ES,32
5615,3200805,BAIXO GUANDU,Baixo Guandu,ES,32
5617,3200904,BARRA DE SÃO FRANCISCO,Barra de São Francisco,ES,32
5619,3201001,BOA ESPERANÇA,Boa Esperança,ES,32
5621,3201100,BOM JESUS DO NORTE,Bom Jesus do Norte,ES,32
5623,3201209,CACHOEIRO DE ITAPEMIRIM,Cachoeiro de Itapemirim,ES,32
5625,3201308,CARIACICA,Cariacica,ES,32
5627,3201407,CASTELO,Castelo,ES,32
5629,3201506,COLATINA,Colatina,ES,32
5631,3201605,CONCEIÇÃO DA BARRA,Conceição da Barra,ES,32
5633,3201704,CONCEIÇÃO DO CASTELO,Conceição do Castelo,ES,32
5635,3201803,DIVINO DE SÃO LOURENÇO,Divino de São Lourenço,ES,32
5637,3201902,DOMINGOS MARTINS,Domingos Martins,ES,32
5639,3202009,DORES DO RIO PRETO,Dores do Rio Preto,ES,32
5641,3202108,ECOPORANGA,Ecoporanga,ES,32
5643,3202207,FUNDÃO,Fundão,ES,32
5645,3202306,GUAÇUÍ,Guaçuí,ES,32
5647,3202405,GUARAPARI,Guarapari,ES,32
5649,3202504,IBIRAÇU,Ibiraçu,ES,32
5651,3202603,ICONHA,Iconha,ES,32
5653,3202702,ITAGUAÇU,Itaguaçu,ES,32
5655,3202801,ITAPEMIRIM,Itapemirim,ES,32
5657,3202900,ITARANA,Itarana,ES,32
5659,3203007,IÚNA,Iúna,ES,32
5661,3203106,JERÔNIMO MONTEIRO,Jerônimo Monteiro,ES,32
5663,3203205,LINHARES,Linhares,ES,32
5665,3203304,MANTENÓPOLIS,Mantenópolis,ES,32
5667,3203403,MIMOSO DO SUL,Mimoso do Sul,ES,32
5669,3203502,MONTANHA,Montanha,ES,32
5671,3203601,MUCURICI,Mucurici,ES,32
5673,3203700,MUNIZ FREIRE,Muniz Freire,ES,32
5675,3203809,MUQUI,Muqui,ES,32
5677,3203908,NOVA VENÉCIA,Nova Venécia,ES,32
5679,3204005,PANCAS,Pancas,ES,32
5681,3204104,PINHEIROS,Pinheiros,ES,32
5683,3204203,PIÚMA,Piúma,ES,32
5685,3204302,PRESIDENTE KENNEDY,Presidente Kennedy,ES,32
5687,3204401,RIO NOVO DO SUL,Rio Novo do Sul,ES,32
5689,3204500,SANTA LEOPOLDINA,Santa Leopoldina,ES,32
5691,3204609,SANTA TERESA,Santa Teresa,ES,32
5693,3204708,SÃO GABRIEL DA PALHA,São Gabriel da Palha,ES,32
5695,3204807,SÃO JOSÉ DO CALÇADO,São José do Calçado,ES,32
5697,3204906,SÃO MATEUS,São Mateus,ES,32
5699,3205002,SERRA,Serra,ES,32
5701,3205101,VIANA,Viana,ES,32
5703,3205200,VILA VELHA,Vila Velha,ES,32
5705,3205309,VITÓRIA,Vitória,ES,32
5707,3203353,MARILÂNDIA,Marilândia,ES,32
5709,3202454,IBATIBA,Ibatiba,ES,32
5711,3204351,RIO BANANAL,Rio Bananal,ES,32
5713,3203056,JAGUARÉ,Jaguaré,ES,32
5715,3204054,PEDRO CANÁRIO,Pedro Canário,ES,32
5717,3200169,ÁGUA DOCE DO NORTE,Água Doce do Norte,ES,32
5719,3200359,ALTO RIO NOVO,Alto Rio Novo,ES,32
5721,3203130,JOÃO NEIVA,João Neiva,ES,32
5723,3203163,LARANJA DA TERRA,Laranja da Terra,ES,32
5725,3204559,SANTA MARIA DE JETIBÁ,Santa Maria de Jetibá,ES,32
5727,3205036,VARGEM ALTA,Vargem Alta,ES,32
5729,3205069,VENDA NOVA DO IMIGRANTE,Venda Nova do Imigrante,ES,32
5733,3200136,ÁGUIA BRANCA,Águia Branca,ES,32
6011,3202553,IBITIRAMA,Ibitirama,ES,32
1114,3202256,GOVERNADOR LINDENBERG,Governador Lindenberg,ES,32
31,5204557,CALDAZINHA,Caldazinha,GO,52
49,5212055,JESÚPOLIS,Jesúpolis,GO,52
51,5218391,PROFESSOR JAMIL,Professor Jamil,GO,52
53,5219738,SANTO ANTÔNIO DE GOIÁS,Santo Antônio de Goiás,GO,52
55,5205513,COCALZINHO DE GOIÁS,Cocalzinho de Goiás,GO,52
57,5221197,TEREZÓPOLIS DE GOIÁS,Terezópolis de Goiás,GO,52
59,5221577,UIRAPURU,Uirapuru,GO,52
61,5203962,BURITINÓPOLIS,Buritinópolis,GO,52
63,5203939,BURITI DE GOIÁS,Buriti de Goiás,GO,52
65,5209291,GUARAÍTA,Guaraíta,GO,52
67,5222203,VILA BOA,Vila Boa,GO,52
69,5209937,INACIOLÂNDIA,Inaciolândia,GO,52
71,5201454,APARECIDA DO RIO DOCE,Aparecida do Rio Doce,GO,52
73,5205471,CHAPADÃO DO CÉU,Chapadão do Céu,GO,52
75,5216452,PEROLÂNDIA,Perolândia,GO,52
77,5205497,CIDADE OCIDENTAL,Cidade Ocidental,GO,52
79,5213772,MONTIVIDIU DO NORTE,Montividiu do Norte,GO,52
81,5205059,CASTELÂNDIA,Castelândia,GO,52
83,5219712,SANTO ANTÔNIO DA BARRA,Santo Antônio da Barra,GO,52
85,5200555,ALTO HORIZONTE,Alto Horizonte,GO,52
87,5214879,NOVA IGUAÇU DE GOIÁS,Nova Iguaçu de Goiás,GO,52
1050,5200050,ABADIA DE GOIÁS,Abadia de Goiás,GO,52
1052,5200258,ÁGUAS LINDAS DE GOIÁS,Águas Lindas de Goiás,GO,52
1054,5200829,AMARALINA,Amaralina,GO,52
1056,5203575,BONÓPOLIS,Bonópolis,GO,52
1058,5215231,NOVO GAMA,Novo Gama,GO,52
1060,5218052,PORTEIRÃO,Porteirão,GO,52
1062,5219456,SANTA RITA DO NOVO DESTINO,Santa Rita do Novo Destino,GO,52
1064,5220280,SÃO PATRÍCIO,São Patrício,GO,52
1066,5221858,VALPARAÍSO DE GOIÁS,Valparaíso de Goiás,GO,52
1068,5222302,VILA PROPÍCIO,Vila Propício,GO,52
9359,5207907,FLORES DE GOIÁS,Flores de Goiás,GO,52
9361,5208004,FORMOSA,Formosa,GO,52
9363,5208103,FORMOSO,Formoso,GO,52
9367,5208400,GOIANÁPOLIS,Goianápolis,GO,52
9369,5208509,GOIANDIRA,Goiandira,GO,52
9371,5208608,GOIANÉSIA,Goianésia,GO,52
9373,5208707,GOIÂNIA,Goiânia,GO,52
9375,5208806,GOIANIRA,Goianira,GO,52
9377,5208905,GOIÁS,Goiás,GO,52
9379,5209101,GOIATUBA,Goiatuba,GO,52
9381,5209200,GUAPÓ,Guapó,GO,52
9383,5209408,GUARANI DE GOIÁS,Guarani de Goiás,GO,52
9387,5209606,HEITORAÍ,Heitoraí,GO,52
9389,5209705,HIDROLÂNDIA,Hidrolândia,GO,52
9391,5209804,HIDROLINA,Hidrolina,GO,52
9393,5209903,IACIARA,Iaciara,GO,52
9395,5210000,INHUMAS,Inhumas,GO,52
9397,5210109,IPAMERI,Ipameri,GO,52
9399,5210208,IPORÁ,Iporá,GO,52
9401,5210307,ISRAELÂNDIA,Israelândia,GO,52
9403,5210406,ITABERAÍ,Itaberaí,GO,52
9407,5210604,ITAGUARU,Itaguaru,GO,52
9411,5210802,ITAJÁ,Itajá,GO,52
9413,5210901,ITAPACI,Itapaci,GO,52
9415,5211008,ITAPIRAPUÃ,Itapirapuã,GO,52
9419,5211206,ITAPURANGA,Itapuranga,GO,52
9421,5211305,ITARUMÃ,Itarumã,GO,52
9423,5211404,ITAUÇU,Itauçu,GO,52
9425,5211503,ITUMBIARA,Itumbiara,GO,52
9427,5211602,IVOLÂNDIA,Ivolândia,GO,52
9429,5211701,JANDAIA,Jandaia,GO,52
9431,5211800,JARAGUÁ,Jaraguá,GO,52
9433,5211909,JATAÍ,Jataí,GO,52
9435,5212006,JAUPACI,Jaupaci,GO,52
9437,5212105,JOVIÂNIA,Joviânia,GO,52
9439,5212204,JUSSARA,Jussara,GO,52
9443,5212303,LEOPOLDO DE BULHÕES,Leopoldo de Bulhões,GO,52
9445,5212501,LUZIÂNIA,Luziânia,GO,52
